bit,LL_ptr
41949,169045
1251,16254
1855,24108
3955,51408
7597,65990
17746,96436
27232,124894
39346,161237
42887,171860
1004,13044
3180,41332
8966,70096
11225,76874
18106,97516
39706,162317
40470,164609
43063,172387
292,3787
1826,23731
2165,28138
3714,48272
18466,98597
26797,123589
40066,163396
41858,168774
1238,16086
3178,41307
14661,87181
18512,98734
18826,99676
34472,146614
36492,152675
40426,164478
2503,32531
3793,49300
5262,58984
15627,90079
19186,100756
22669,111206
37561,155881
40786,165556
2896,37638
4102,53316
6160,61679
17958,97073
19546,101836
25417,119449
29144,130630
41146,166637
1668,21672
3169,41190
7272,65016
11876,78826
19906,102916
38442,158524
41506,167716
42492,170675
944,12264
3335,43348
16759,93475
20266,103997
21260,106980
36036,151308
39288,161063
41866,168797
1289,16748
3635,47249
15763,90487
17660,96179
20626,105077
22923,111967
30179,133736
42226,169876
1496,19441
2104,27341
3015,39186
18762,99485
20986,106156
24430,116489
32105,139515
42586,170956
530,6882
1114,14472
1536,19961
3101,40307
21346,107237
36540,152818
39683,162248
42946,172036
103,1331
107,1382
4191,54476
4557,56869
14223,85867
21707,108321
28675,129224
28742,129424
467,6062
1358,17646
2676,34779
4551,56852
6362,62284
22067,109399
40006,163218
40485,164653
827,10742
3196,41538
3995,51928
14189,85766
17036,94306
22427,110479
30635,135104
42475,170624
519,6740
1084,14083
1187,15424
2398,31165
5848,60743
22787,111560
38360,158279
41207,166820
370,4800
986,12811
1547,20103
10928,75982
20956,106067
23147,112640
26121,121561
28153,127658
1907,24782
1955,25407
2535,32945
3549,46131
20823,105667
22376,110327
23507,113719
24034,115301
330,4280
2259,29357
2267,29460
3134,40735
12611,81032
23867,114799
24927,117980
30185,133753
61,786
603,7830
2627,34143
2643,34351
5240,58919
24227,115879
32024,139270
35821,150661
2987,38822
3701,48105
4217,54812
4738,57413
11384,77350
24587,116959
38543,158828
39798,162592
1579,20519
2061,26783
2811,36534
3347,43503
15123,88568
24947,118040
33921,144962
37240,154918
2420,31451
2852,37066
3707,48182
13719,84356
15270,89008
25307,119119
30934,136001
34182,145745
1068,13875
2174,28254
2924,38003
4067,52862
12023,79267
25667,120200
29525,131775
35024,148272
1381,17945
3370,43801
4427,56479
16111,91531
20227,103880
22843,111728
26027,121280
37406,155416
156,2018
720,9351
4000,51993
4787,57559
14530,86788
23698,114292
26387,122359
27463,125588
974,12654
1609,20908
5147,58640
8537,68809
9914,72941
26747,123440
27806,126618
29537,131810
753,9779
3692,47989
5507,59720
9174,70721
20339,104215
25871,120811
27107,124519
38694,159280
1305,16956
3841,49923
5867,60799
6948,64042
12339,80216
27467,125599
31167,136699
36743,153428
888,11535
1874,24353
2435,31646
6227,61879
12277,80031
27827,126680
28301,128101
38907,159920
2014,26173
3432,44604
6587,62959
10796,75586
13690,84270
24076,115426
28187,127759
31802,138604
291,3775
3374,43852
6947,64040
17191,94771
18052,97355
24138,115613
28547,128839
30256,133967
382,4955
1879,24417
6077,61429
7307,65120
15978,91132
22271,110012
28907,129919
32464,140591
2680,34831
2785,36197
7667,66199
10431,74491
13252,82955
29267,131000
29462,131584
31528,137783
1411,18334
3186,41409
8027,67280
17586,95956
19821,102662
25289,119066
26974,124120
29627,132079
200,2591
1445,18779
4257,55332
8387,68359
19088,100464
29987,133159
41419,167457
41456,167567
727,9442
3093,40204
4069,52887
8747,69439
16340,92218
24797,117589
30347,134239
32194,139780
333,4318
597,7753
3382,43955
9107,70521
13589,83965
30707,135319
35436,149507
37995,157184
99,1280
1459,18961
9467,71599
19712,102335
19785,102553
27866,126796
29324,131170
31067,136400
541,7024
1629,21167
9827,72680
11051,76351
21236,106907
25927,120980
31427,137480
34875,147823
877,11392
3631,47198
3649,47430
8220,67858
10187,73759
31787,138560
38055,157363
40998,166192
3554,46195
4290,55760
10424,74471
10547,74840
19814,102642
26501,122701
32147,139640
32929,141985
1986,25810
3596,46738
6551,62853
10907,75920
12946,82037
30975,136124
32507,140719
35110,148528
1470,19103
2337,30374
2749,35730
4057,52733
11267,76999
32867,141800
36051,151352
42148,169643
614,7973
1865,24237
2851,37054
4193,54501
11627,78080
26640,123118
28900,129899
33227,142879
689,8949
3585,46595
3883,50469
9369,71306
11987,79160
33587,143960
37706,156316
40951,166052
1257,16332
2792,36288
12347,80239
19056,100367
20646,105136
23689,114266
25035,118303
33947,145039
729,9467
4221,54863
8379,68336
9686,72257
12707,81319
24789,117566
34307,146120
39031,160291
1095,14225
2066,26847
7104,64510
13067,82399
18395,98384
25681,120241
33119,142555
34667,147199
847,11002
1218,15827
3578,46505
7336,65206
13427,83480
35027,148280
35488,149662
35759,150476
1664,21621
3568,46376
7895,66884
11689,78265
13787,84559
33226,142877
35387,149361
37034,154301
313,4059
4095,53226
10642,75124
13448,83542
14147,85641
33605,144013
35747,150441
40017,163250
662,8599
2558,33244
8122,67565
14507,86720
19115,100544
34401,146402
36107,151519
42815,171644
1043,13551
2725,35417
8966,70097
14867,87801
16609,93026
23355,113263
31610,138028
36467,152601
2003,26031
3731,48492
5683,60247
15227,88880
17530,95789
23247,112939
27222,124865
36827,153679
2243,29150
3295,42828
10014,73240
12236,79906
15587,89960
34856,147767
37187,154760
39433,161497
364,4723
1563,20312
9188,70762
15947,91040
21365,107293
32718,141353
33526,143778
37547,155840
2392,31087
3886,50508
13279,83035
14905,87913
16307,92120
27417,125451
30507,134719
37907,156920
254,3295
3027,39341
5526,59776
14902,87905
16667,93200
21764,108491
22290,110068
38267,158000
2203,28630
2374,30854
4987,58159
17027,94280
18283,98047
21781,108541
38627,159080
41284,167050
119,1537
1521,19766
6562,62885
16544,92830
17387,95359
33402,143404
38987,160160
41950,169048
1252,16268
1856,24121
3956,51421
7598,65993
17747,96439
27233,124897
39347,161240
42888,171863
1005,13057
3181,41345
8967,70099
11226,76877
18107,97519
39707,162320
40471,164612
43064,172390
293,3800
1827,23744
2166,28151
3715,48285
18467,98600
26798,123592
40067,163399
41859,168777
1239,16099
3179,41320
14662,87184
18513,98737
18827,99679
34473,146617
36493,152678
40427,164481
2504,32544
3794,49313
5263,58987
15628,90082
19187,100759
22670,111209
37562,155884
40787,165559
2897,37651
4103,53329
6161,61682
17959,97076
19547,101839
25418,119452
29145,130633
41147,166640
1669,21685
3170,41203
7273,65019
11877,78829
19907,102919
38443,158527
41507,167719
42493,170678
945,12277
3336,43361
16760,93478
20267,104000
21261,106983
36037,151311
39289,161066
41867,168800
1290,16761
3636,47262
15764,90490
17661,96182
20627,105080
22924,111970
30180,133739
42227,169879
1497,19454
2105,27354
3016,39199
18763,99488
20987,106159
24431,116492
32106,139518
42587,170959
531,6895
1115,14485
1537,19974
3102,40320
21347,107240
36541,152821
39684,162251
42947,172039
104,1344
108,1395
4192,54489
4558,56872
14224,85870
21708,108324
28676,129227
28743,129427
468,6075
1359,17659
2677,34792
4552,56855
6363,62287
22068,109402
40007,163221
40486,164656
828,10755
3197,41551
3996,51941
14190,85769
17037,94309
22428,110482
30636,135107
42476,170627
520,6753
1085,14096
1188,15437
2399,31178
5849,60746
22788,111563
38361,158282
41208,166823
371,4813
987,12824
1548,20116
10929,75985
20957,106070
23148,112643
26122,121564
28154,127661
1908,24796
1956,25420
2536,32958
3550,46144
20824,105670
22377,110330
23508,113722
24035,115304
331,4293
2260,29370
2268,29474
3135,40748
12612,81035
23868,114802
24928,117983
30186,133756
62,799
604,7843
2628,34156
2644,34364
5241,58922
24228,115882
32025,139273
35822,150664
2988,38835
3702,48118
4218,54825
4739,57416
11385,77353
24588,116962
38544,158831
39799,162595
1580,20532
2062,26796
2812,36548
3348,43516
15124,88571
24948,118043
33922,144965
37241,154921
2421,31464
2853,37079
3708,48195
13720,84359
15271,89011
25308,119122
30935,136004
34183,145748
1069,13888
2175,28267
2925,38016
4068,52875
12024,79270
25668,120203
29526,131778
35025,148275
1382,17958
3371,43814
4428,56482
16112,91534
20228,103883
22844,111731
26028,121283
37407,155419
157,2031
361,4685
4001,52006
4788,57562
14531,86791
23699,114295
26388,122362
27464,125591
975,12667
1610,20921
5148,58643
8538,68812
9915,72944
26748,123443
27807,126621
29538,131813
754,9792
3693,48002
5508,59723
9175,70724
20340,104218
25872,120814
27108,124522
38695,159283
1306,16969
3842,49936
5868,60802
6949,64045
12340,80219
27468,125602
31168,136702
36744,153431
889,11548
1875,24366
2436,31659
6228,61882
12278,80034
27828,126683
28302,128104
38908,159923
2015,26186
3433,44617
6588,62962
10797,75589
13691,84273
24077,115429
28188,127762
31803,138607
292,3788
3375,43865
6948,64043
17192,94774
18053,97358
24139,115616
28548,128842
30257,133970
383,4968
1880,24431
6078,61432
7308,65123
15979,91135
22272,110015
28908,129922
32465,140594
2681,34844
2786,36210
7668,66202
10432,74494
13253,82958
29268,131003
29463,131587
31529,137786
1412,18347
3187,41422
8028,67283
17587,95959
19822,102665
25290,119069
26975,124123
29628,132082
201,2604
1446,18792
4258,55345
8388,68362
19089,100467
29988,133162
41420,167460
41457,167570
728,9455
3094,40217
4070,52900
8748,69442
16341,92221
24798,117592
30348,134242
32195,139783
334,4331
598,7766
3383,43968
9108,70524
13590,83968
30708,135322
35437,149510
37996,157187
100,1293
1460,18974
9468,71602
19713,102338
19786,102556
27867,126799
29325,131173
31068,136403
542,7037
1630,21180
9828,72683
11052,76354
21237,106910
25928,120983
31428,137483
34876,147826
878,11405
3632,47211
3650,47443
8221,67861
10188,73762
31788,138563
38056,157366
40999,166195
3555,46208
4291,55773
10425,74474
10548,74843
19815,102645
26502,122704
32148,139643
32930,141988
1987,25823
3597,46751
6552,62856
10908,75923
12947,82040
30976,136127
32508,140722
35111,148531
1471,19116
2338,30387
2750,35743
4058,52746
11268,77002
32868,141803
36052,151355
42149,169646
615,7986
1866,24250
2852,37067
4194,54514
11628,78083
26281,122042
28901,129902
33228,142882
690,8962
3586,46608
3884,50482
9370,71309
11988,79163
33588,143963
37707,156319
40952,166055
1258,16345
2793,36301
12348,80242
19057,100370
20647,105139
23690,114269
25036,118306
33948,145042
730,9480
4222,54876
8380,68339
9687,72260
12708,81322
24790,117569
34308,146123
39032,160294
1096,14238
2067,26860
7105,64513
13068,82402
18396,98387
25682,120244
33120,142558
34668,147202
848,11015
1219,15840
3579,46518
7337,65209
13428,83483
35028,148283
35489,149665
35760,150479
1665,21634
3569,46389
7896,66887
11690,78268
13788,84562
33227,142880
35388,149364
37035,154304
314,4072
4096,53239
10643,75127
13449,83545
14148,85644
33606,144016
35748,150444
40018,163253
663,8612
2559,33257
8123,67568
14508,86723
19116,100547
34402,146405
36108,151522
42816,171647
1044,13564
2726,35430
8967,70100
14868,87804
16610,93029
23356,113266
31611,138031
36468,152604
2004,26044
3732,48505
5684,60250
15228,88883
17531,95792
23248,112942
27223,124868
36828,153682
2244,29163
3296,42841
10015,73243
12237,79909
15588,89963
34857,147770
37188,154763
39434,161500
365,4736
1564,20325
9189,70765
15948,91043
21366,107296
32719,141356
33527,143781
37548,155843
2393,31100
3887,50521
13280,83038
14906,87916
16308,92123
27418,125454
30508,134722
37908,156923
255,3308
3028,39355
5527,59779
14903,87908
16668,93203
21765,108494
22291,110071
38268,158003
2204,28643
2375,30867
4988,58162
17028,94283
18284,98050
21782,108544
38628,159083
41285,167053
120,1550
1522,19779
6563,62888
16545,92833
17388,95362
33403,143407
38988,160163
41951,169051
1253,16281
1857,24134
3957,51434
7599,65996
17748,96442
27234,124900
39348,161243
42889,171866
1006,13070
3182,41358
8968,70102
11227,76880
18108,97522
39708,162323
40472,164615
43065,172393
294,3813
1828,23757
2167,28164
3716,48298
18468,98603
26799,123595
40068,163402
41860,168780
1240,16112
3180,41333
14663,87187
18514,98740
18828,99682
34474,146620
36494,152681
40428,164484
2505,32557
3795,49326
5264,58990
15629,90085
19188,100762
22671,111212
37563,155887
40788,165562
2898,37664
4104,53342
6162,61685
17960,97079
19548,101842
25419,119455
29146,130636
41148,166643
1670,21698
3171,41216
7274,65022
11878,78832
19908,102922
38444,158530
41508,167722
42494,170681
946,12290
3337,43374
16761,93481
20268,104003
21262,106986
36038,151314
39290,161069
41868,168803
1291,16774
3637,47275
15765,90493
17662,96185
20628,105083
22925,111973
30181,133742
42228,169882
1498,19467
2106,27367
3017,39212
18764,99491
20988,106162
24432,116495
32107,139521
42588,170962
532,6908
1116,14498
1538,19987
3103,40333
21348,107243
36542,152824
39685,162254
42948,172042
105,1357
109,1408
4193,54502
4559,56875
14225,85873
21709,108327
28677,129230
28744,129430
469,6088
1360,17672
2678,34805
4553,56858
6364,62290
22069,109405
40008,163224
40487,164659
829,10768
3198,41564
3997,51955
14191,85772
17038,94312
22429,110485
30637,135110
42477,170630
521,6766
1086,14109
1189,15450
2400,31191
5850,60749
22789,111566
38362,158285
41209,166826
372,4826
988,12837
1549,20129
10930,75988
20958,106073
23149,112646
26123,121567
28155,127664
1909,24809
1957,25433
2537,32972
3551,46157
20825,105673
22378,110333
23509,113725
24036,115307
332,4306
2261,29383
2269,29487
3136,40761
12613,81038
23869,114805
24929,117987
30187,133759
63,812
605,7856
2629,34169
2645,34377
5242,58925
24229,115885
32026,139276
35823,150667
2989,38848
3703,48131
4219,54838
4740,57419
11386,77356
24589,116965
38545,158834
39800,162598
1581,20545
2063,26809
2813,36561
3349,43529
15125,88574
24949,118046
33923,144968
37242,154924
2422,31477
2854,37092
3709,48208
13721,84362
15272,89014
25309,119125
30936,136007
34184,145751
1070,13901
2176,28280
2926,38029
4069,52888
12025,79273
25669,120206
29527,131781
35026,148278
1383,17971
3372,43827
4429,56485
16113,91537
20229,103886
22845,111734
26029,121286
37408,155422
158,2044
362,4698
4002,52019
4789,57565
14532,86794
23700,114298
26389,122365
27465,125594
976,12680
1611,20934
5149,58646
8539,68815
9916,72947
26749,123446
27808,126624
29539,131816
755,9805
3694,48015
5509,59726
9176,70727
20341,104221
25873,120817
27109,124525
38696,159286
1307,16982
3843,49949
5869,60805
6950,64048
12341,80222
27469,125605
31169,136705
36745,153434
890,11561
1876,24379
2437,31672
6229,61885
12279,80037
27829,126686
28303,128107
38909,159926
2016,26199
3434,44630
6589,62965
10798,75592
13692,84276
24078,115432
28189,127765
31804,138610
293,3801
3376,43878
6949,64046
17193,94777
18054,97361
24140,115619
28549,128845
30258,133973
384,4981
1881,24444
6079,61435
7309,65126
15980,91138
22273,110018
28909,129925
32466,140597
2682,34857
2787,36223
7669,66205
10433,74497
13254,82961
29269,131006
29464,131590
31530,137789
1413,18360
3188,41435
8029,67286
17588,95962
19823,102668
25291,119072
26976,124126
29629,132085
202,2617
1447,18805
4259,55358
8389,68365
19090,100470
29989,133165
41421,167463
41458,167573
729,9468
3095,40230
4071,52913
8749,69445
16342,92224
24799,117595
30349,134245
32196,139786
335,4344
599,7779
3384,43981
9109,70527
13591,83971
30709,135325
35438,149513
37997,157190
101,1306
1461,18987
9469,71605
19714,102341
19787,102559
27868,126802
29326,131176
31069,136406
543,7050
1631,21193
9829,72686
11053,76357
21238,106913
25929,120986
31429,137486
34877,147829
879,11418
3633,47224
3651,47456
8222,67864
10189,73765
31789,138566
38057,157369
41000,166198
3556,46221
4292,55786
10426,74477
10549,74846
19816,102648
26503,122707
32149,139646
32931,141991
1988,25836
3598,46764
6553,62859
10909,75926
12948,82043
30977,136130
32509,140725
35112,148534
1472,19129
2339,30400
2751,35756
4059,52759
11269,77005
32869,141806
36053,151358
42150,169649
616,7999
1867,24263
2853,37080
4195,54527
11629,78086
26282,122045
28902,129905
33229,142885
691,8975
3587,46621
3885,50496
9371,71312
11989,79166
33589,143966
37708,156322
40953,166058
1259,16358
2794,36314
12349,80245
19058,100373
20648,105142
23691,114272
25037,118309
33949,145045
731,9493
4223,54889
8381,68342
9688,72263
12709,81325
24791,117572
34309,146126
39033,160297
1097,14251
2068,26873
7106,64516
13069,82405
18397,98390
25683,120247
32761,141482
34669,147205
849,11028
1220,15853
3580,46531
7338,65212
13429,83486
35029,148286
35490,149668
35761,150482
1666,21647
3570,46402
7897,66890
11691,78271
13789,84565
33228,142883
35389,149367
37036,154307
315,4086
4097,53252
10644,75130
13450,83548
14149,85647
33607,144019
35749,150447
40019,163256
664,8625
2560,33270
8124,67571
14509,86726
19117,100550
34403,146408
36109,151525
42817,171650
1045,13577
2727,35443
8968,70103
14869,87807
16611,93032
23357,113269
31612,138034
36469,152607
2005,26057
3733,48518
5685,60253
15229,88886
17532,95795
23249,112946
27224,124871
36829,153685
2245,29176
3297,42854
10016,73246
12238,79912
15589,89966
34858,147773
37189,154766
39435,161503
366,4749
1565,20338
9190,70768
15949,91046
21367,107299
32720,141359
33528,143784
37549,155846
2394,31113
3888,50534
13281,83041
14907,87919
16309,92126
27419,125457
30509,134725
37909,156926
256,3321
3029,39368
5528,59782
14904,87911
16669,93206
21766,108497
22292,110074
38269,158006
2205,28656
2376,30880
4989,58165
17029,94286
18285,98053
21783,108547
38629,159086
41286,167056
121,1563
